Model,Accuracy,F1,AUC,Fold,Scenario
RF,0.7037037037037037,0.6666666666666666,0.7527472527472527,1,A_Baseline
RF,0.6296296296296297,0.5833333333333334,0.7252747252747254,1,B_Fidelity
RF,0.6296296296296297,0.5833333333333334,0.6483516483516484,1,C_Scale
RF,0.7407407407407407,0.6956521739130435,0.7774725274725275,1,D_Augment_0.5
RF,0.7037037037037037,0.6666666666666666,0.7802197802197802,1,D_Augment_1.0
RF,0.7407407407407407,0.6956521739130435,0.7747252747252747,1,D_Augment_2.0
RF,0.6666666666666666,0.64,0.7472527472527473,1,D_Augment_4.0
XGB,0.6666666666666666,0.64,0.7417582417582418,1,A_Baseline
XGB,0.6296296296296297,0.5454545454545454,0.6868131868131868,1,B_Fidelity
XGB,0.5555555555555556,0.45454545454545453,0.6373626373626373,1,C_Scale
XGB,0.7037037037037037,0.6666666666666666,0.7774725274725276,1,D_Augment_0.5
XGB,0.7037037037037037,0.6923076923076923,0.7857142857142857,1,D_Augment_1.0
XGB,0.7037037037037037,0.6666666666666666,0.695054945054945,1,D_Augment_2.0
XGB,0.7407407407407407,0.6956521739130435,0.7472527472527473,1,D_Augment_4.0
KNN,0.7407407407407407,0.72,0.804945054945055,1,A_Baseline
KNN,0.7407407407407407,0.7407407407407407,0.7967032967032968,1,B_Fidelity
KNN,0.6296296296296297,0.5833333333333334,0.6373626373626374,1,C_Scale
KNN,0.8148148148148148,0.8,0.8296703296703297,1,D_Augment_0.5
KNN,0.6666666666666666,0.6086956521739131,0.6291208791208791,1,D_Augment_1.0
KNN,0.7037037037037037,0.6666666666666666,0.7637362637362638,1,D_Augment_2.0
KNN,0.7407407407407407,0.72,0.7307692307692307,1,D_Augment_4.0
LR,0.7037037037037037,0.6923076923076923,0.7472527472527472,1,A_Baseline
LR,0.7407407407407407,0.72,0.7582417582417583,1,B_Fidelity
LR,0.7037037037037037,0.6923076923076923,0.7252747252747253,1,C_Scale
LR,0.7037037037037037,0.6923076923076923,0.7802197802197802,1,D_Augment_0.5
LR,0.6666666666666666,0.6666666666666666,0.7637362637362638,1,D_Augment_1.0
LR,0.7407407407407407,0.6956521739130435,0.7472527472527473,1,D_Augment_2.0
LR,0.7407407407407407,0.72,0.7692307692307693,1,D_Augment_4.0
RF,0.8518518518518519,0.8333333333333334,0.8434065934065934,2,A_Baseline
RF,0.6666666666666666,0.7096774193548387,0.8076923076923077,2,B_Fidelity
RF,0.7037037037037037,0.7142857142857143,0.7967032967032966,2,C_Scale
RF,0.8148148148148148,0.782608695652174,0.7609890109890111,2,D_Augment_0.5
RF,0.8148148148148148,0.8,0.8131868131868132,2,D_Augment_1.0
RF,0.8518518518518519,0.8333333333333334,0.8516483516483517,2,D_Augment_2.0
RF,0.8888888888888888,0.8695652173913043,0.9120879120879121,2,D_Augment_4.0
XGB,0.8148148148148148,0.782608695652174,0.8543956043956044,2,A_Baseline
XGB,0.6296296296296297,0.6428571428571429,0.7527472527472527,2,B_Fidelity
XGB,0.7777777777777778,0.7857142857142857,0.7802197802197802,2,C_Scale
XGB,0.7777777777777778,0.7692307692307693,0.8516483516483516,2,D_Augment_0.5
XGB,0.8148148148148148,0.782608695652174,0.9340659340659341,2,D_Augment_1.0
XGB,0.7037037037037037,0.6923076923076923,0.7692307692307693,2,D_Augment_2.0
XGB,0.5925925925925926,0.6206896551724138,0.6153846153846154,2,D_Augment_4.0
KNN,0.7777777777777778,0.7692307692307693,0.8351648351648351,2,A_Baseline
KNN,0.7037037037037037,0.7333333333333333,0.8296703296703296,2,B_Fidelity
KNN,0.6666666666666666,0.6896551724137931,0.7637362637362638,2,C_Scale
KNN,0.8148148148148148,0.782608695652174,0.8598901098901099,2,D_Augment_0.5
KNN,0.7407407407407407,0.7407407407407407,0.8791208791208791,2,D_Augment_1.0
KNN,0.7777777777777778,0.75,0.8461538461538463,2,D_Augment_2.0
KNN,0.7037037037037037,0.7333333333333333,0.8406593406593407,2,D_Augment_4.0
LR,0.8518518518518519,0.8333333333333334,0.8681318681318682,2,A_Baseline
LR,0.7037037037037037,0.75,0.8791208791208791,2,B_Fidelity
LR,0.8518518518518519,0.8461538461538461,0.8956043956043956,2,C_Scale
LR,0.7777777777777778,0.7857142857142857,0.8736263736263736,2,D_Augment_0.5
LR,0.8148148148148148,0.8148148148148148,0.9065934065934066,2,D_Augment_1.0
LR,0.8518518518518519,0.8571428571428571,0.9230769230769231,2,D_Augment_2.0
LR,0.8518518518518519,0.8571428571428571,0.9285714285714286,2,D_Augment_4.0
RF,0.8148148148148148,0.8148148148148148,0.8791208791208791,3,A_Baseline
RF,0.5925925925925926,0.47619047619047616,0.5412087912087913,3,B_Fidelity
RF,0.7777777777777778,0.7857142857142857,0.8351648351648352,3,C_Scale
RF,0.7777777777777778,0.7857142857142857,0.8791208791208791,3,D_Augment_0.5
RF,0.8518518518518519,0.8571428571428571,0.8846153846153846,3,D_Augment_1.0
RF,0.7407407407407407,0.72,0.8653846153846154,3,D_Augment_2.0
RF,0.8888888888888888,0.896551724137931,0.9175824175824175,3,D_Augment_4.0
XGB,0.7407407407407407,0.72,0.8461538461538461,3,A_Baseline
XGB,0.5185185185185185,0.38095238095238093,0.5274725274725275,3,B_Fidelity
XGB,0.7407407407407407,0.6956521739130435,0.7747252747252746,3,C_Scale
XGB,0.6666666666666666,0.64,0.7857142857142857,3,D_Augment_0.5
XGB,0.7407407407407407,0.6666666666666666,0.8846153846153846,3,D_Augment_1.0
XGB,0.8888888888888888,0.896551724137931,0.9120879120879121,3,D_Augment_2.0
XGB,0.7407407407407407,0.7586206896551724,0.8681318681318682,3,D_Augment_4.0
KNN,0.8148148148148148,0.8148148148148148,0.8461538461538463,3,A_Baseline
KNN,0.48148148148148145,0.5333333333333333,0.510989010989011,3,B_Fidelity
KNN,0.6666666666666666,0.6666666666666666,0.7637362637362638,3,C_Scale
KNN,0.7407407407407407,0.7407407407407407,0.7884615384615383,3,D_Augment_0.5
KNN,0.7777777777777778,0.7857142857142857,0.8516483516483516,3,D_Augment_1.0
KNN,0.7037037037037037,0.6923076923076923,0.7692307692307692,3,D_Augment_2.0
KNN,0.7777777777777778,0.75,0.8351648351648352,3,D_Augment_4.0
LR,0.7777777777777778,0.7857142857142857,0.8626373626373627,3,A_Baseline
LR,0.7407407407407407,0.6956521739130435,0.7747252747252747,3,B_Fidelity
LR,0.8148148148148148,0.8,0.846153846153846,3,C_Scale
LR,0.7777777777777778,0.7692307692307693,0.8571428571428571,3,D_Augment_0.5
LR,0.8148148148148148,0.8275862068965517,0.8681318681318682,3,D_Augment_1.0
LR,0.7407407407407407,0.7407407407407407,0.8681318681318682,3,D_Augment_2.0
LR,0.7777777777777778,0.7857142857142857,0.8901098901098901,3,D_Augment_4.0
RF,0.8518518518518519,0.8181818181818182,0.9722222222222222,4,A_Baseline
RF,0.8148148148148148,0.7619047619047619,0.9388888888888889,4,B_Fidelity
RF,0.8518518518518519,0.8333333333333334,0.9277777777777778,4,C_Scale
RF,0.8888888888888888,0.8695652173913043,0.9833333333333334,4,D_Augment_0.5
RF,1.0,1.0,1.0,4,D_Augment_1.0
RF,0.8148148148148148,0.782608695652174,0.9611111111111111,4,D_Augment_2.0
RF,0.9629629629629629,0.96,0.9833333333333334,4,D_Augment_4.0
XGB,0.8148148148148148,0.782608695652174,0.8888888888888888,4,A_Baseline
XGB,0.8148148148148148,0.8,0.8833333333333333,4,B_Fidelity
XGB,0.9259259259259259,0.9166666666666666,0.95,4,C_Scale
XGB,0.7777777777777778,0.7272727272727273,0.9111111111111111,4,D_Augment_0.5
XGB,0.8518518518518519,0.8333333333333334,0.9722222222222223,4,D_Augment_1.0
XGB,0.8888888888888888,0.88,0.9833333333333334,4,D_Augment_2.0
XGB,0.8888888888888888,0.8695652173913043,0.9444444444444445,4,D_Augment_4.0
KNN,0.7407407407407407,0.6666666666666666,0.8944444444444444,4,A_Baseline
KNN,0.7407407407407407,0.6666666666666666,0.7472222222222222,4,B_Fidelity
KNN,0.8148148148148148,0.8,0.9,4,C_Scale
KNN,0.8148148148148148,0.7619047619047619,0.875,4,D_Augment_0.5
KNN,0.7407407407407407,0.6666666666666666,0.9111111111111112,4,D_Augment_1.0
KNN,0.7777777777777778,0.7272727272727273,0.8722222222222222,4,D_Augment_2.0
KNN,0.8888888888888888,0.88,0.9555555555555556,4,D_Augment_4.0
LR,0.8888888888888888,0.8695652173913043,0.9444444444444445,4,A_Baseline
LR,0.8518518518518519,0.8333333333333334,0.9444444444444445,4,B_Fidelity
LR,0.9259259259259259,0.9166666666666666,0.9611111111111112,4,C_Scale
LR,0.9629629629629629,0.96,0.9777777777777777,4,D_Augment_0.5
LR,0.8888888888888888,0.8888888888888888,0.9722222222222222,4,D_Augment_1.0
LR,0.8888888888888888,0.88,0.9555555555555556,4,D_Augment_2.0
LR,0.9629629629629629,0.96,0.9777777777777777,4,D_Augment_4.0
RF,1.0,1.0,1.0,5,A_Baseline
RF,0.8076923076923077,0.8275862068965517,0.9583333333333334,5,B_Fidelity
RF,0.8461538461538461,0.8461538461538461,0.9285714285714286,5,C_Scale
RF,0.9615384615384616,0.96,1.0,5,D_Augment_0.5
RF,0.9230769230769231,0.9166666666666666,0.9940476190476191,5,D_Augment_1.0
RF,0.9230769230769231,0.9166666666666666,0.9880952380952381,5,D_Augment_2.0
RF,0.8846153846153846,0.8888888888888888,0.9940476190476191,5,D_Augment_4.0
XGB,0.9615384615384616,0.96,1.0,5,A_Baseline
XGB,0.6538461538461539,0.7272727272727273,0.9404761904761905,5,B_Fidelity
XGB,0.8846153846153846,0.8888888888888888,0.9523809523809524,5,C_Scale
XGB,0.9615384615384616,0.9565217391304348,0.9940476190476191,5,D_Augment_0.5
XGB,0.8461538461538461,0.8461538461538461,0.9821428571428571,5,D_Augment_1.0
XGB,0.8846153846153846,0.88,0.9702380952380952,5,D_Augment_2.0
XGB,0.9615384615384616,0.96,0.9880952380952381,5,D_Augment_4.0
KNN,0.8846153846153846,0.8695652173913043,0.9672619047619048,5,A_Baseline
KNN,0.6153846153846154,0.6875,0.7261904761904762,5,B_Fidelity
KNN,0.7692307692307693,0.7857142857142857,0.8452380952380951,5,C_Scale
KNN,0.8846153846153846,0.8695652173913043,0.9404761904761905,5,D_Augment_0.5
KNN,0.9615384615384616,0.96,1.0,5,D_Augment_1.0
KNN,0.9230769230769231,0.9166666666666666,0.9702380952380952,5,D_Augment_2.0
KNN,0.8461538461538461,0.8333333333333334,0.9583333333333334,5,D_Augment_4.0
LR,0.8846153846153846,0.8695652173913043,0.9523809523809523,5,A_Baseline
LR,0.8076923076923077,0.8275862068965517,1.0,5,B_Fidelity
LR,0.7692307692307693,0.7857142857142857,0.9107142857142856,5,C_Scale
LR,0.8076923076923077,0.782608695652174,0.9345238095238095,5,D_Augment_0.5
LR,0.8846153846153846,0.88,0.9642857142857142,5,D_Augment_1.0
LR,0.8846153846153846,0.88,0.9523809523809523,5,D_Augment_2.0
LR,0.8461538461538461,0.8461538461538461,0.9345238095238095,5,D_Augment_4.0
RF,0.7407407407407407,0.72,0.7747252747252747,6,A_Baseline
RF,0.5555555555555556,0.625,0.5686813186813187,6,B_Fidelity
RF,0.6666666666666666,0.6896551724137931,0.7692307692307693,6,C_Scale
RF,0.7037037037037037,0.6666666666666666,0.8296703296703297,6,D_Augment_0.5
RF,0.7407407407407407,0.6956521739130435,0.7692307692307693,6,D_Augment_1.0
RF,0.5925925925925926,0.5925925925925926,0.6758241758241759,6,D_Augment_2.0
RF,0.7777777777777778,0.7692307692307693,0.7582417582417583,6,D_Augment_4.0
XGB,0.5555555555555556,0.45454545454545453,0.7472527472527473,6,A_Baseline
XGB,0.6296296296296297,0.7058823529411765,0.6840659340659341,6,B_Fidelity
XGB,0.7407407407407407,0.7878787878787878,0.8159340659340659,6,C_Scale
XGB,0.8148148148148148,0.8148148148148148,0.8131868131868132,6,D_Augment_0.5
XGB,0.6296296296296297,0.6153846153846154,0.7115384615384616,6,D_Augment_1.0
XGB,0.7037037037037037,0.7142857142857143,0.7609890109890111,6,D_Augment_2.0
XGB,0.6296296296296297,0.6428571428571429,0.7032967032967034,6,D_Augment_4.0
KNN,0.6666666666666666,0.64,0.7087912087912087,6,A_Baseline
KNN,0.37037037037037035,0.37037037037037035,0.34615384615384615,6,B_Fidelity
KNN,0.5185185185185185,0.5185185185185185,0.6043956043956044,6,C_Scale
KNN,0.7037037037037037,0.6666666666666666,0.7142857142857143,6,D_Augment_0.5
KNN,0.7407407407407407,0.6956521739130435,0.6978021978021978,6,D_Augment_1.0
KNN,0.6666666666666666,0.64,0.695054945054945,6,D_Augment_2.0
KNN,0.6296296296296297,0.5454545454545454,0.7142857142857144,6,D_Augment_4.0
LR,0.6666666666666666,0.6086956521739131,0.7967032967032968,6,A_Baseline
LR,0.6666666666666666,0.7096774193548387,0.7142857142857143,6,B_Fidelity
LR,0.7037037037037037,0.7142857142857143,0.7967032967032966,6,C_Scale
LR,0.7037037037037037,0.6363636363636364,0.7197802197802198,6,D_Augment_0.5
LR,0.7037037037037037,0.6363636363636364,0.7912087912087913,6,D_Augment_1.0
LR,0.6296296296296297,0.5833333333333334,0.7197802197802198,6,D_Augment_2.0
LR,0.7407407407407407,0.7586206896551724,0.7967032967032966,6,D_Augment_4.0
RF,0.8888888888888888,0.88,0.9120879120879122,7,A_Baseline
RF,0.8518518518518519,0.8461538461538461,0.8901098901098902,7,B_Fidelity
RF,0.8148148148148148,0.8148148148148148,0.8846153846153846,7,C_Scale
RF,0.8518518518518519,0.8333333333333334,0.9010989010989011,7,D_Augment_0.5
RF,0.8518518518518519,0.8461538461538461,0.8736263736263736,7,D_Augment_1.0
RF,0.9259259259259259,0.9166666666666666,0.8791208791208791,7,D_Augment_2.0
RF,0.6666666666666666,0.6896551724137931,0.7912087912087913,7,D_Augment_4.0
XGB,0.7777777777777778,0.75,0.9065934065934066,7,A_Baseline
XGB,0.8518518518518519,0.8461538461538461,0.8873626373626373,7,B_Fidelity
XGB,0.8148148148148148,0.782608695652174,0.9038461538461539,7,C_Scale
XGB,0.8888888888888888,0.88,0.9835164835164836,7,D_Augment_0.5
XGB,0.7037037037037037,0.6,0.9175824175824177,7,D_Augment_1.0
XGB,0.8518518518518519,0.8461538461538461,0.8708791208791209,7,D_Augment_2.0
XGB,0.8518518518518519,0.8461538461538461,0.8763736263736265,7,D_Augment_4.0
KNN,0.7777777777777778,0.7272727272727273,0.8434065934065934,7,A_Baseline
KNN,0.7407407407407407,0.7407407407407407,0.8516483516483516,7,B_Fidelity
KNN,0.7777777777777778,0.75,0.7472527472527473,7,C_Scale
KNN,0.7407407407407407,0.6666666666666666,0.9093406593406593,7,D_Augment_0.5
KNN,0.7407407407407407,0.6956521739130435,0.8076923076923077,7,D_Augment_1.0
KNN,0.7777777777777778,0.75,0.8681318681318682,7,D_Augment_2.0
KNN,0.7777777777777778,0.7272727272727273,0.8516483516483516,7,D_Augment_4.0
LR,0.8888888888888888,0.88,0.9175824175824174,7,A_Baseline
LR,0.8888888888888888,0.88,0.923076923076923,7,B_Fidelity
LR,0.8888888888888888,0.8695652173913043,0.9010989010989011,7,C_Scale
LR,0.8888888888888888,0.88,0.9395604395604396,7,D_Augment_0.5
LR,0.8888888888888888,0.88,0.9230769230769229,7,D_Augment_1.0
LR,0.8888888888888888,0.88,0.9505494505494505,7,D_Augment_2.0
LR,0.8888888888888888,0.88,0.9285714285714286,7,D_Augment_4.0
RF,0.8888888888888888,0.88,0.8846153846153847,8,A_Baseline
RF,0.7777777777777778,0.7692307692307693,0.8021978021978022,8,B_Fidelity
RF,0.7037037037037037,0.7333333333333333,0.8956043956043955,8,C_Scale
RF,0.7777777777777778,0.7857142857142857,0.8516483516483516,8,D_Augment_0.5
RF,0.8518518518518519,0.8461538461538461,0.8901098901098902,8,D_Augment_1.0
RF,0.8148148148148148,0.8,0.9010989010989011,8,D_Augment_2.0
RF,0.8518518518518519,0.8461538461538461,0.9230769230769231,8,D_Augment_4.0
XGB,0.7777777777777778,0.7857142857142857,0.8626373626373626,8,A_Baseline
XGB,0.7407407407407407,0.72,0.8846153846153846,8,B_Fidelity
XGB,0.6666666666666666,0.7096774193548387,0.8214285714285715,8,C_Scale
XGB,0.8518518518518519,0.8333333333333334,0.9010989010989011,8,D_Augment_0.5
XGB,0.7407407407407407,0.7407407407407407,0.8846153846153846,8,D_Augment_1.0
XGB,0.7037037037037037,0.6666666666666666,0.8681318681318682,8,D_Augment_2.0
XGB,0.8518518518518519,0.8571428571428571,0.9230769230769231,8,D_Augment_4.0
KNN,0.7407407407407407,0.7407407407407407,0.8214285714285714,8,A_Baseline
KNN,0.7407407407407407,0.7586206896551724,0.7637362637362637,8,B_Fidelity
KNN,0.7407407407407407,0.7586206896551724,0.8241758241758242,8,C_Scale
KNN,0.7777777777777778,0.7692307692307693,0.8296703296703297,8,D_Augment_0.5
KNN,0.7407407407407407,0.72,0.7692307692307692,8,D_Augment_1.0
KNN,0.7407407407407407,0.7407407407407407,0.8434065934065935,8,D_Augment_2.0
KNN,0.8148148148148148,0.782608695652174,0.8214285714285714,8,D_Augment_4.0
LR,0.7407407407407407,0.7586206896551724,0.8296703296703297,8,A_Baseline
LR,0.8518518518518519,0.8571428571428571,0.8571428571428572,8,B_Fidelity
LR,0.8148148148148148,0.8275862068965517,0.8736263736263736,8,C_Scale
LR,0.7777777777777778,0.7857142857142857,0.8076923076923076,8,D_Augment_0.5
LR,0.8148148148148148,0.8275862068965517,0.8571428571428572,8,D_Augment_1.0
LR,0.7777777777777778,0.8,0.8571428571428571,8,D_Augment_2.0
LR,0.8148148148148148,0.8148148148148148,0.8681318681318682,8,D_Augment_4.0
RF,0.8518518518518519,0.8181818181818182,0.9166666666666666,9,A_Baseline
RF,0.7407407407407407,0.631578947368421,0.8555555555555556,9,B_Fidelity
RF,0.6296296296296297,0.5454545454545454,0.7611111111111111,9,C_Scale
RF,0.7777777777777778,0.7272727272727273,0.9333333333333333,9,D_Augment_0.5
RF,0.8888888888888888,0.8571428571428571,0.9277777777777778,9,D_Augment_1.0
RF,0.7407407407407407,0.6956521739130435,0.85,9,D_Augment_2.0
RF,0.8518518518518519,0.8333333333333334,0.9333333333333333,9,D_Augment_4.0
XGB,0.8518518518518519,0.8181818181818182,0.8999999999999999,9,A_Baseline
XGB,0.7777777777777778,0.7,0.8222222222222222,9,B_Fidelity
XGB,0.5555555555555556,0.4,0.7166666666666667,9,C_Scale
XGB,0.7407407407407407,0.72,0.8944444444444445,9,D_Augment_0.5
